,Date,Heure,Mois,Jours,Prix
4440,2025-01-01,23,January,Wednesday,28.04
4441,2025-01-02,0,January,Thursday,39.84
4442,2025-01-02,1,January,Thursday,44.1
4443,2025-01-02,2,January,Thursday,44.7
4444,2025-01-02,3,January,Thursday,42.92
4445,2025-01-02,4,January,Thursday,40.15
4446,2025-01-02,5,January,Thursday,52.51
4447,2025-01-02,6,January,Thursday,93.3
4448,2025-01-02,7,January,Thursday,120.03
4449,2025-01-02,8,January,Thursday,135.52
4450,2025-01-02,9,January,Thursday,136.48
4451,2025-01-02,10,January,Thursday,129.04
4452,2025-01-02,11,January,Thursday,125.7
4453,2025-01-02,12,January,Thursday,125.72
4454,2025-01-02,13,January,Thursday,119.3
4455,2025-01-02,14,January,Thursday,124.65
4456,2025-01-02,15,January,Thursday,130.11
4457,2025-01-02,16,January,Thursday,139.5
4458,2025-01-02,17,January,Thursday,153.4
4459,2025-01-02,18,January,Thursday,153.15
4460,2025-01-02,19,January,Thursday,146.66
4461,2025-01-02,20,January,Thursday,130.6
4462,2025-01-02,21,January,Thursday,120.62
4463,2025-01-02,22,January,Thursday,117.89
4464,2025-01-02,23,January,Thursday,118.56
4465,2025-01-03,0,January,Friday,103.88
4466,2025-01-03,1,January,Friday,95.18
4467,2025-01-03,2,January,Friday,89.94
4468,2025-01-03,3,January,Friday,87.67
4469,2025-01-03,4,January,Friday,84.06
4470,2025-01-03,5,January,Friday,92.25
4471,2025-01-03,6,January,Friday,100.14
4472,2025-01-03,7,January,Friday,119.27
4473,2025-01-03,8,January,Friday,127.28
4474,2025-01-03,9,January,Friday,132.97
4475,2025-01-03,10,January,Friday,130.52
4476,2025-01-03,11,January,Friday,123.2
4477,2025-01-03,12,January,Friday,113.51
4478,2025-01-03,13,January,Friday,107.6
4479,2025-01-03,14,January,Friday,105.88
4480,2025-01-03,15,January,Friday,110.22
4481,2025-01-03,16,January,Friday,123.2
4482,2025-01-03,17,January,Friday,141.2
4483,2025-01-03,18,January,Friday,144.48
4484,2025-01-03,19,January,Friday,141.43
4485,2025-01-03,20,January,Friday,133.2
4486,2025-01-03,21,January,Friday,119.9
4487,2025-01-03,22,January,Friday,123.58
4488,2025-01-03,23,January,Friday,126.09
4489,2025-01-04,0,January,Saturday,109.06
4490,2025-01-04,1,January,Saturday,101.0
4491,2025-01-04,2,January,Saturday,95.53
4492,2025-01-04,3,January,Saturday,94.33
4493,2025-01-04,4,January,Saturday,96.62
4494,2025-01-04,5,January,Saturday,102.63
4495,2025-01-04,6,January,Saturday,110.89
4496,2025-01-04,7,January,Saturday,120.25
4497,2025-01-04,8,January,Saturday,128.39
4498,2025-01-04,9,January,Saturday,130.75
4499,2025-01-04,10,January,Saturday,130.34
4500,2025-01-04,11,January,Saturday,128.29
4501,2025-01-04,12,January,Saturday,130.03
4502,2025-01-04,13,January,Saturday,129.85
4503,2025-01-04,14,January,Saturday,136.4
4504,2025-01-04,15,January,Saturday,138.89
4505,2025-01-04,16,January,Saturday,133.52
4506,2025-01-04,17,January,Saturday,136.78
4507,2025-01-04,18,January,Saturday,145.0
4508,2025-01-04,19,January,Saturday,139.73
4509,2025-01-04,20,January,Saturday,130.49
4510,2025-01-04,21,January,Saturday,123.82
4511,2025-01-04,22,January,Saturday,119.23
4512,2025-01-04,23,January,Saturday,109.9
4513,2025-01-05,0,January,Sunday,101.77
4514,2025-01-05,1,January,Sunday,70.5
4515,2025-01-05,2,January,Sunday,64.81
4516,2025-01-05,3,January,Sunday,46.7
4517,2025-01-05,4,January,Sunday,43.87
4518,2025-01-05,5,January,Sunday,36.61
4519,2025-01-05,6,January,Sunday,34.04
4520,2025-01-05,7,January,Sunday,44.0
4521,2025-01-05,8,January,Sunday,51.27
4522,2025-01-05,9,January,Sunday,50.0
4523,2025-01-05,10,January,Sunday,49.81
4524,2025-01-05,11,January,Sunday,43.05
4525,2025-01-05,12,January,Sunday,45.74
4526,2025-01-05,13,January,Sunday,35.19
4527,2025-01-05,14,January,Sunday,30.0
4528,2025-01-05,15,January,Sunday,28.0
4529,2025-01-05,16,January,Sunday,35.22
4530,2025-01-05,17,January,Sunday,57.72
4531,2025-01-05,18,January,Sunday,64.81
4532,2025-01-05,19,January,Sunday,59.06
4533,2025-01-05,20,January,Sunday,50.97
4534,2025-01-05,21,January,Sunday,48.89
4535,2025-01-05,22,January,Sunday,38.22
4536,2025-01-05,23,January,Sunday,20.55
4537,2025-01-06,0,January,Monday,13.28
4538,2025-01-06,1,January,Monday,8.35
4539,2025-01-06,2,January,Monday,5.23
4540,2025-01-06,3,January,Monday,3.52
4541,2025-01-06,4,January,Monday,3.52
4542,2025-01-06,5,January,Monday,5.61
4543,2025-01-06,6,January,Monday,11.27
4544,2025-01-06,7,January,Monday,37.0
4545,2025-01-06,8,January,Monday,58.15
4546,2025-01-06,9,January,Monday,51.15
4547,2025-01-06,10,January,Monday,40.81
4548,2025-01-06,11,January,Monday,32.83
4549,2025-01-06,12,January,Monday,31.28
4550,2025-01-06,13,January,Monday,28.6
4551,2025-01-06,14,January,Monday,26.95
4552,2025-01-06,15,January,Monday,26.32
4553,2025-01-06,16,January,Monday,38.49
4554,2025-01-06,17,January,Monday,67.5
4555,2025-01-06,18,January,Monday,88.34
4556,2025-01-06,19,January,Monday,79.66
4557,2025-01-06,20,January,Monday,67.18
4558,2025-01-06,21,January,Monday,48.79
4559,2025-01-06,22,January,Monday,48.02
4560,2025-01-06,23,January,Monday,28.8
4561,2025-01-07,0,January,Tuesday,20.88
4562,2025-01-07,1,January,Tuesday,6.66
4563,2025-01-07,2,January,Tuesday,12.54
4564,2025-01-07,3,January,Tuesday,5.59
4565,2025-01-07,4,January,Tuesday,0.4
4566,2025-01-07,5,January,Tuesday,12.49
4567,2025-01-07,6,January,Tuesday,60.01
4568,2025-01-07,7,January,Tuesday,97.56
4569,2025-01-07,8,January,Tuesday,115.0
4570,2025-01-07,9,January,Tuesday,105.18
4571,2025-01-07,10,January,Tuesday,93.49
4572,2025-01-07,11,January,Tuesday,74.93
4573,2025-01-07,12,January,Tuesday,71.25
4574,2025-01-07,13,January,Tuesday,73.12
4575,2025-01-07,14,January,Tuesday,79.76
4576,2025-01-07,15,January,Tuesday,85.0
4577,2025-01-07,16,January,Tuesday,100.64
4578,2025-01-07,17,January,Tuesday,118.34
4579,2025-01-07,18,January,Tuesday,128.87
4580,2025-01-07,19,January,Tuesday,125.0
4581,2025-01-07,20,January,Tuesday,107.24
4582,2025-01-07,21,January,Tuesday,100.55
4583,2025-01-07,22,January,Tuesday,98.53
4584,2025-01-07,23,January,Tuesday,89.27
4585,2025-01-08,0,January,Wednesday,74.23
4586,2025-01-08,1,January,Wednesday,69.5
4587,2025-01-08,2,January,Wednesday,59.97
4588,2025-01-08,3,January,Wednesday,53.0
4589,2025-01-08,4,January,Wednesday,59.52
4590,2025-01-08,5,January,Wednesday,70.2
4591,2025-01-08,6,January,Wednesday,97.41
4592,2025-01-08,7,January,Wednesday,124.39
4593,2025-01-08,8,January,Wednesday,135.01
4594,2025-01-08,9,January,Wednesday,131.32
4595,2025-01-08,10,January,Wednesday,125.04
4596,2025-01-08,11,January,Wednesday,104.46
4597,2025-01-08,12,January,Wednesday,97.57
4598,2025-01-08,13,January,Wednesday,100.21
4599,2025-01-08,14,January,Wednesday,110.19
4600,2025-01-08,15,January,Wednesday,126.62
4601,2025-01-08,16,January,Wednesday,124.05
4602,2025-01-08,17,January,Wednesday,124.58
4603,2025-01-08,18,January,Wednesday,137.58
4604,2025-01-08,19,January,Wednesday,131.0
4605,2025-01-08,20,January,Wednesday,124.81
4606,2025-01-08,21,January,Wednesday,112.66
4607,2025-01-08,22,January,Wednesday,111.9
4608,2025-01-08,23,January,Wednesday,98.77
4609,2025-01-09,0,January,Thursday,60.38
4610,2025-01-09,1,January,Thursday,49.9
4611,2025-01-09,2,January,Thursday,51.86
4612,2025-01-09,3,January,Thursday,25.61
4613,2025-01-09,4,January,Thursday,13.01
4614,2025-01-09,5,January,Thursday,30.29
4615,2025-01-09,6,January,Thursday,60.08
4616,2025-01-09,7,January,Thursday,90.79
4617,2025-01-09,8,January,Thursday,100.99
4618,2025-01-09,9,January,Thursday,102.44
4619,2025-01-09,10,January,Thursday,97.45
4620,2025-01-09,11,January,Thursday,90.41
4621,2025-01-09,12,January,Thursday,94.75
4622,2025-01-09,13,January,Thursday,84.19
4623,2025-01-09,14,January,Thursday,80.89
4624,2025-01-09,15,January,Thursday,88.11
4625,2025-01-09,16,January,Thursday,109.4
4626,2025-01-09,17,January,Thursday,131.62
4627,2025-01-09,18,January,Thursday,135.73
4628,2025-01-09,19,January,Thursday,135.01
4629,2025-01-09,20,January,Thursday,120.36
4630,2025-01-09,21,January,Thursday,105.8
4631,2025-01-09,22,January,Thursday,101.43
4632,2025-01-09,23,January,Thursday,94.26
4633,2025-01-10,0,January,Friday,86.82
4634,2025-01-10,1,January,Friday,80.25
4635,2025-01-10,2,January,Friday,72.09
4636,2025-01-10,3,January,Friday,69.94
4637,2025-01-10,4,January,Friday,70.07
4638,2025-01-10,5,January,Friday,85.06
4639,2025-01-10,6,January,Friday,101.8
4640,2025-01-10,7,January,Friday,126.12
4641,2025-01-10,8,January,Friday,140.33
4642,2025-01-10,9,January,Friday,137.22
4643,2025-01-10,10,January,Friday,123.57
4644,2025-01-10,11,January,Friday,113.59
4645,2025-01-10,12,January,Friday,107.43
4646,2025-01-10,13,January,Friday,105.01
4647,2025-01-10,14,January,Friday,110.01
4648,2025-01-10,15,January,Friday,128.69
4649,2025-01-10,16,January,Friday,135.57
4650,2025-01-10,17,January,Friday,142.72
4651,2025-01-10,18,January,Friday,144.28
4652,2025-01-10,19,January,Friday,141.27
4653,2025-01-10,20,January,Friday,134.83
4654,2025-01-10,21,January,Friday,122.51
4655,2025-01-10,22,January,Friday,119.79
4656,2025-01-10,23,January,Friday,112.0
4657,2025-01-11,0,January,Saturday,112.0
4658,2025-01-11,1,January,Saturday,100.61
4659,2025-01-11,2,January,Saturday,96.32
4660,2025-01-11,3,January,Saturday,92.02
4661,2025-01-11,4,January,Saturday,90.82
4662,2025-01-11,5,January,Saturday,92.16
4663,2025-01-11,6,January,Saturday,95.46
4664,2025-01-11,7,January,Saturday,104.07
4665,2025-01-11,8,January,Saturday,115.85
4666,2025-01-11,9,January,Saturday,118.19
4667,2025-01-11,10,January,Saturday,114.24
4668,2025-01-11,11,January,Saturday,100.58
4669,2025-01-11,12,January,Saturday,97.14
4670,2025-01-11,13,January,Saturday,93.15
4671,2025-01-11,14,January,Saturday,95.74
4672,2025-01-11,15,January,Saturday,105.05
4673,2025-01-11,16,January,Saturday,113.29
4674,2025-01-11,17,January,Saturday,120.97
4675,2025-01-11,18,January,Saturday,123.86
4676,2025-01-11,19,January,Saturday,123.55
4677,2025-01-11,20,January,Saturday,119.95
4678,2025-01-11,21,January,Saturday,116.2
4679,2025-01-11,22,January,Saturday,113.27
4680,2025-01-11,23,January,Saturday,106.1
4681,2025-01-12,0,January,Sunday,110.36
4682,2025-01-12,1,January,Sunday,97.57
4683,2025-01-12,2,January,Sunday,90.0
4684,2025-01-12,3,January,Sunday,85.91
4685,2025-01-12,4,January,Sunday,85.0
4686,2025-01-12,5,January,Sunday,85.7
4687,2025-01-12,6,January,Sunday,90.13
4688,2025-01-12,7,January,Sunday,101.75
4689,2025-01-12,8,January,Sunday,114.97
4690,2025-01-12,9,January,Sunday,120.07
4691,2025-01-12,10,January,Sunday,117.77
4692,2025-01-12,11,January,Sunday,105.61
4693,2025-01-12,12,January,Sunday,102.99
4694,2025-01-12,13,January,Sunday,99.61
4695,2025-01-12,14,January,Sunday,95.4
4696,2025-01-12,15,January,Sunday,101.24
4697,2025-01-12,16,January,Sunday,109.56
4698,2025-01-12,17,January,Sunday,120.61
4699,2025-01-12,18,January,Sunday,146.66
4700,2025-01-12,19,January,Sunday,138.07
4701,2025-01-12,20,January,Sunday,124.0
4702,2025-01-12,21,January,Sunday,123.67
4703,2025-01-12,22,January,Sunday,116.73
4704,2025-01-12,23,January,Sunday,114.9
4705,2025-01-13,0,January,Monday,112.39
4706,2025-01-13,1,January,Monday,105.07
4707,2025-01-13,2,January,Monday,104.46
4708,2025-01-13,3,January,Monday,100.37
4709,2025-01-13,4,January,Monday,100.0
4710,2025-01-13,5,January,Monday,109.13
4711,2025-01-13,6,January,Monday,127.14
4712,2025-01-13,7,January,Monday,150.16
4713,2025-01-13,8,January,Monday,186.0
4714,2025-01-13,9,January,Monday,146.5
4715,2025-01-13,10,January,Monday,128.38
4716,2025-01-13,11,January,Monday,116.13
4717,2025-01-13,12,January,Monday,105.69
4718,2025-01-13,13,January,Monday,100.81
4719,2025-01-13,14,January,Monday,104.91
4720,2025-01-13,15,January,Monday,112.59
4721,2025-01-13,16,January,Monday,126.64
4722,2025-01-13,17,January,Monday,148.7
4723,2025-01-13,18,January,Monday,157.07
4724,2025-01-13,19,January,Monday,158.39
4725,2025-01-13,20,January,Monday,141.32
4726,2025-01-13,21,January,Monday,122.59
4727,2025-01-13,22,January,Monday,121.41
4728,2025-01-13,23,January,Monday,120.1
4729,2025-01-14,0,January,Tuesday,122.19
4730,2025-01-14,1,January,Tuesday,117.67
4731,2025-01-14,2,January,Tuesday,114.53
4732,2025-01-14,3,January,Tuesday,112.2
4733,2025-01-14,4,January,Tuesday,112.2
4734,2025-01-14,5,January,Tuesday,114.34
4735,2025-01-14,6,January,Tuesday,138.52
4736,2025-01-14,7,January,Tuesday,161.02
4737,2025-01-14,8,January,Tuesday,186.54
4738,2025-01-14,9,January,Tuesday,152.47
4739,2025-01-14,10,January,Tuesday,133.76
4740,2025-01-14,11,January,Tuesday,114.53
4741,2025-01-14,12,January,Tuesday,112.37
4742,2025-01-14,13,January,Tuesday,111.63
4743,2025-01-14,14,January,Tuesday,116.44
4744,2025-01-14,15,January,Tuesday,129.11
4745,2025-01-14,16,January,Tuesday,145.13
4746,2025-01-14,17,January,Tuesday,169.66
4747,2025-01-14,18,January,Tuesday,188.31
4748,2025-01-14,19,January,Tuesday,189.54
4749,2025-01-14,20,January,Tuesday,154.0
4750,2025-01-14,21,January,Tuesday,127.62
4751,2025-01-14,22,January,Tuesday,135.31
4752,2025-01-14,23,January,Tuesday,122.27
4753,2025-01-15,0,January,Wednesday,119.33
4754,2025-01-15,1,January,Wednesday,122.4
4755,2025-01-15,2,January,Wednesday,118.6
4756,2025-01-15,3,January,Wednesday,109.76
4757,2025-01-15,4,January,Wednesday,111.77
4758,2025-01-15,5,January,Wednesday,118.13
4759,2025-01-15,6,January,Wednesday,135.56
4760,2025-01-15,7,January,Wednesday,192.04
4761,2025-01-15,8,January,Wednesday,275.0
4762,2025-01-15,9,January,Wednesday,250.0
4763,2025-01-15,10,January,Wednesday,179.56
4764,2025-01-15,11,January,Wednesday,169.1
4765,2025-01-15,12,January,Wednesday,166.26
4766,2025-01-15,13,January,Wednesday,156.64
4767,2025-01-15,14,January,Wednesday,143.49
4768,2025-01-15,15,January,Wednesday,140.65
4769,2025-01-15,16,January,Wednesday,135.0
4770,2025-01-15,17,January,Wednesday,191.02
4771,2025-01-15,18,January,Wednesday,221.91
4772,2025-01-15,19,January,Wednesday,215.0
4773,2025-01-15,20,January,Wednesday,168.78
4774,2025-01-15,21,January,Wednesday,150.97
4775,2025-01-15,22,January,Wednesday,138.77
4776,2025-01-15,23,January,Wednesday,123.9
4777,2025-01-16,0,January,Thursday,124.33
4778,2025-01-16,1,January,Thursday,118.41
4779,2025-01-16,2,January,Thursday,114.0
4780,2025-01-16,3,January,Thursday,108.58
4781,2025-01-16,4,January,Thursday,108.59
4782,2025-01-16,5,January,Thursday,118.1
4783,2025-01-16,6,January,Thursday,130.8
4784,2025-01-16,7,January,Thursday,148.04
4785,2025-01-16,8,January,Thursday,199.94
4786,2025-01-16,9,January,Thursday,175.0
4787,2025-01-16,10,January,Thursday,151.9
4788,2025-01-16,11,January,Thursday,140.64
4789,2025-01-16,12,January,Thursday,131.13
4790,2025-01-16,13,January,Thursday,123.84
4791,2025-01-16,14,January,Thursday,115.14
4792,2025-01-16,15,January,Thursday,119.64
4793,2025-01-16,16,January,Thursday,137.69
4794,2025-01-16,17,January,Thursday,164.77
4795,2025-01-16,18,January,Thursday,184.32
4796,2025-01-16,19,January,Thursday,179.97
4797,2025-01-16,20,January,Thursday,159.6
4798,2025-01-16,21,January,Thursday,142.32
4799,2025-01-16,22,January,Thursday,136.02
4800,2025-01-16,23,January,Thursday,124.44
4801,2025-01-17,0,January,Friday,124.83
4802,2025-01-17,1,January,Friday,121.32
4803,2025-01-17,2,January,Friday,118.2
4804,2025-01-17,3,January,Friday,117.49
4805,2025-01-17,4,January,Friday,117.26
4806,2025-01-17,5,January,Friday,119.99
4807,2025-01-17,6,January,Friday,140.8
4808,2025-01-17,7,January,Friday,175.01
4809,2025-01-17,8,January,Friday,208.13
4810,2025-01-17,9,January,Friday,175.34
4811,2025-01-17,10,January,Friday,149.39
4812,2025-01-17,11,January,Friday,136.0
4813,2025-01-17,12,January,Friday,126.44
4814,2025-01-17,13,January,Friday,124.03
4815,2025-01-17,14,January,Friday,119.51
4816,2025-01-17,15,January,Friday,120.02
4817,2025-01-17,16,January,Friday,138.02
4818,2025-01-17,17,January,Friday,172.31
4819,2025-01-17,18,January,Friday,179.92
4820,2025-01-17,19,January,Friday,174.22
4821,2025-01-17,20,January,Friday,157.91
4822,2025-01-17,21,January,Friday,145.0
4823,2025-01-17,22,January,Friday,139.97
4824,2025-01-17,23,January,Friday,127.05
4825,2025-01-18,0,January,Saturday,125.46
4826,2025-01-18,1,January,Saturday,121.08
4827,2025-01-18,2,January,Saturday,121.06
4828,2025-01-18,3,January,Saturday,118.86
4829,2025-01-18,4,January,Saturday,116.56
4830,2025-01-18,5,January,Saturday,119.78
4831,2025-01-18,6,January,Saturday,120.0
4832,2025-01-18,7,January,Saturday,133.8
4833,2025-01-18,8,January,Saturday,145.69
4834,2025-01-18,9,January,Saturday,144.1
4835,2025-01-18,10,January,Saturday,131.7
4836,2025-01-18,11,January,Saturday,121.6
4837,2025-01-18,12,January,Saturday,118.87
4838,2025-01-18,13,January,Saturday,115.01
4839,2025-01-18,14,January,Saturday,117.28
4840,2025-01-18,15,January,Saturday,113.97
4841,2025-01-18,16,January,Saturday,120.9
4842,2025-01-18,17,January,Saturday,145.65
4843,2025-01-18,18,January,Saturday,167.57
4844,2025-01-18,19,January,Saturday,167.85
4845,2025-01-18,20,January,Saturday,156.12
4846,2025-01-18,21,January,Saturday,143.42
4847,2025-01-18,22,January,Saturday,136.4
4848,2025-01-18,23,January,Saturday,129.36
4849,2025-01-19,0,January,Sunday,129.77
4850,2025-01-19,1,January,Sunday,124.35
4851,2025-01-19,2,January,Sunday,123.17
4852,2025-01-19,3,January,Sunday,121.24
4853,2025-01-19,4,January,Sunday,120.18
4854,2025-01-19,5,January,Sunday,120.0
4855,2025-01-19,6,January,Sunday,121.59
4856,2025-01-19,7,January,Sunday,123.47
4857,2025-01-19,8,January,Sunday,123.61
4858,2025-01-19,9,January,Sunday,125.33
4859,2025-01-19,10,January,Sunday,125.43
4860,2025-01-19,11,January,Sunday,122.16
4861,2025-01-19,12,January,Sunday,112.25
4862,2025-01-19,13,January,Sunday,107.51
4863,2025-01-19,14,January,Sunday,116.81
4864,2025-01-19,15,January,Sunday,113.41
4865,2025-01-19,16,January,Sunday,120.74
4866,2025-01-19,17,January,Sunday,143.04
4867,2025-01-19,18,January,Sunday,159.68
4868,2025-01-19,19,January,Sunday,157.33
4869,2025-01-19,20,January,Sunday,150.03
4870,2025-01-19,21,January,Sunday,140.38
4871,2025-01-19,22,January,Sunday,131.56
4872,2025-01-19,23,January,Sunday,123.12
4873,2025-01-20,0,January,Monday,122.3
4874,2025-01-20,1,January,Monday,119.5
4875,2025-01-20,2,January,Monday,116.57
4876,2025-01-20,3,January,Monday,114.41
4877,2025-01-20,4,January,Monday,115.45
4878,2025-01-20,5,January,Monday,116.1
4879,2025-01-20,6,January,Monday,137.33
4880,2025-01-20,7,January,Monday,190.26
4881,2025-01-20,8,January,Monday,289.0
4882,2025-01-20,9,January,Monday,289.0
4883,2025-01-20,10,January,Monday,236.29
4884,2025-01-20,11,January,Monday,188.28
4885,2025-01-20,12,January,Monday,176.5
4886,2025-01-20,13,January,Monday,171.39
4887,2025-01-20,14,January,Monday,182.73
4888,2025-01-20,15,January,Monday,193.39
4889,2025-01-20,16,January,Monday,235.0
4890,2025-01-20,17,January,Monday,276.18
4891,2025-01-20,18,January,Monday,473.28
4892,2025-01-20,19,January,Monday,295.57
4893,2025-01-20,20,January,Monday,220.0
4894,2025-01-20,21,January,Monday,170.0
4895,2025-01-20,22,January,Monday,153.58
4896,2025-01-20,23,January,Monday,139.0
4897,2025-01-21,0,January,Tuesday,136.0
4898,2025-01-21,1,January,Tuesday,130.65
4899,2025-01-21,2,January,Tuesday,124.35
4900,2025-01-21,3,January,Tuesday,117.05
4901,2025-01-21,4,January,Tuesday,115.3
4902,2025-01-21,5,January,Tuesday,123.83
4903,2025-01-21,6,January,Tuesday,138.86
4904,2025-01-21,7,January,Tuesday,190.0
4905,2025-01-21,8,January,Tuesday,245.0
4906,2025-01-21,9,January,Tuesday,212.22
4907,2025-01-21,10,January,Tuesday,200.0
4908,2025-01-21,11,January,Tuesday,164.84
4909,2025-01-21,12,January,Tuesday,151.36
4910,2025-01-21,13,January,Tuesday,145.81
4911,2025-01-21,14,January,Tuesday,151.03
4912,2025-01-21,15,January,Tuesday,165.48
4913,2025-01-21,16,January,Tuesday,160.32
4914,2025-01-21,17,January,Tuesday,199.32
4915,2025-01-21,18,January,Tuesday,208.44
4916,2025-01-21,19,January,Tuesday,187.72
4917,2025-01-21,20,January,Tuesday,160.18
4918,2025-01-21,21,January,Tuesday,147.08
4919,2025-01-21,22,January,Tuesday,137.0
4920,2025-01-21,23,January,Tuesday,125.75
4921,2025-01-22,0,January,Wednesday,123.53
4922,2025-01-22,1,January,Wednesday,116.3
4923,2025-01-22,2,January,Wednesday,106.78
4924,2025-01-22,3,January,Wednesday,104.45
4925,2025-01-22,4,January,Wednesday,103.6
4926,2025-01-22,5,January,Wednesday,107.0
4927,2025-01-22,6,January,Wednesday,120.57
4928,2025-01-22,7,January,Wednesday,140.33
4929,2025-01-22,8,January,Wednesday,200.0
4930,2025-01-22,9,January,Wednesday,199.41
4931,2025-01-22,10,January,Wednesday,179.06
4932,2025-01-22,11,January,Wednesday,172.94
4933,2025-01-22,12,January,Wednesday,165.0
4934,2025-01-22,13,January,Wednesday,170.0
4935,2025-01-22,14,January,Wednesday,177.03
4936,2025-01-22,15,January,Wednesday,185.0
4937,2025-01-22,16,January,Wednesday,165.85
4938,2025-01-22,17,January,Wednesday,149.03
4939,2025-01-22,18,January,Wednesday,159.6
4940,2025-01-22,19,January,Wednesday,167.72
4941,2025-01-22,20,January,Wednesday,139.49
4942,2025-01-22,21,January,Wednesday,127.94
4943,2025-01-22,22,January,Wednesday,129.86
4944,2025-01-22,23,January,Wednesday,116.27
4945,2025-01-23,0,January,Thursday,114.6
4946,2025-01-23,1,January,Thursday,109.77
4947,2025-01-23,2,January,Thursday,105.84
4948,2025-01-23,3,January,Thursday,100.45
4949,2025-01-23,4,January,Thursday,98.53
4950,2025-01-23,5,January,Thursday,101.82
4951,2025-01-23,6,January,Thursday,113.79
4952,2025-01-23,7,January,Thursday,142.28
4953,2025-01-23,8,January,Thursday,160.34
4954,2025-01-23,9,January,Thursday,157.26
4955,2025-01-23,10,January,Thursday,135.21
4956,2025-01-23,11,January,Thursday,123.6
4957,2025-01-23,12,January,Thursday,104.18
4958,2025-01-23,13,January,Thursday,98.58
4959,2025-01-23,14,January,Thursday,95.4
4960,2025-01-23,15,January,Thursday,100.26
4961,2025-01-23,16,January,Thursday,100.97
4962,2025-01-23,17,January,Thursday,115.69
4963,2025-01-23,18,January,Thursday,121.78
4964,2025-01-23,19,January,Thursday,114.79
4965,2025-01-23,20,January,Thursday,98.44
4966,2025-01-23,21,January,Thursday,84.21
4967,2025-01-23,22,January,Thursday,85.09
4968,2025-01-23,23,January,Thursday,65.01
4969,2025-01-24,0,January,Friday,75.16
4970,2025-01-24,1,January,Friday,63.05
4971,2025-01-24,2,January,Friday,48.6
4972,2025-01-24,3,January,Friday,44.37
4973,2025-01-24,4,January,Friday,16.01
4974,2025-01-24,5,January,Friday,30.03
4975,2025-01-24,6,January,Friday,64.93
4976,2025-01-24,7,January,Friday,104.09
4977,2025-01-24,8,January,Friday,105.26
4978,2025-01-24,9,January,Friday,97.14
4979,2025-01-24,10,January,Friday,93.63
4980,2025-01-24,11,January,Friday,81.93
4981,2025-01-24,12,January,Friday,79.68
4982,2025-01-24,13,January,Friday,77.26
4983,2025-01-24,14,January,Friday,75.07
4984,2025-01-24,15,January,Friday,77.26
4985,2025-01-24,16,January,Friday,77.13
4986,2025-01-24,17,January,Friday,92.7
4987,2025-01-24,18,January,Friday,99.64
4988,2025-01-24,19,January,Friday,101.02
4989,2025-01-24,20,January,Friday,93.67
4990,2025-01-24,21,January,Friday,87.96
4991,2025-01-24,22,January,Friday,96.72
4992,2025-01-24,23,January,Friday,90.7
4993,2025-01-25,0,January,Saturday,57.03
4994,2025-01-25,1,January,Saturday,35.0
4995,2025-01-25,2,January,Saturday,25.2
4996,2025-01-25,3,January,Saturday,19.71
4997,2025-01-25,4,January,Saturday,16.8
4998,2025-01-25,5,January,Saturday,17.72
4999,2025-01-25,6,January,Saturday,25.0
5000,2025-01-25,7,January,Saturday,49.29
5001,2025-01-25,8,January,Saturday,55.54
5002,2025-01-25,9,January,Saturday,73.4
5003,2025-01-25,10,January,Saturday,60.73
5004,2025-01-25,11,January,Saturday,63.25
5005,2025-01-25,12,January,Saturday,70.17
5006,2025-01-25,13,January,Saturday,76.09
5007,2025-01-25,14,January,Saturday,55.16
5008,2025-01-25,15,January,Saturday,45.09
5009,2025-01-25,16,January,Saturday,53.77
5010,2025-01-25,17,January,Saturday,85.21
5011,2025-01-25,18,January,Saturday,118.32
5012,2025-01-25,19,January,Saturday,120.74
5013,2025-01-25,20,January,Saturday,96.37
5014,2025-01-25,21,January,Saturday,87.38
5015,2025-01-25,22,January,Saturday,86.5
5016,2025-01-25,23,January,Saturday,81.06
5017,2025-01-26,0,January,Sunday,60.02
5018,2025-01-26,1,January,Sunday,61.36
5019,2025-01-26,2,January,Sunday,29.7
5020,2025-01-26,3,January,Sunday,49.34
5021,2025-01-26,4,January,Sunday,26.21
5022,2025-01-26,5,January,Sunday,33.41
5023,2025-01-26,6,January,Sunday,44.2
5024,2025-01-26,7,January,Sunday,47.96
5025,2025-01-26,8,January,Sunday,29.54
5026,2025-01-26,9,January,Sunday,26.21
5027,2025-01-26,10,January,Sunday,25.95
5028,2025-01-26,11,January,Sunday,79.22
5029,2025-01-26,12,January,Sunday,84.83
5030,2025-01-26,13,January,Sunday,29.81
5031,2025-01-26,14,January,Sunday,14.98
5032,2025-01-26,15,January,Sunday,13.46
5033,2025-01-26,16,January,Sunday,13.45
5034,2025-01-26,17,January,Sunday,25.2
5035,2025-01-26,18,January,Sunday,51.54
5036,2025-01-26,19,January,Sunday,44.38
5037,2025-01-26,20,January,Sunday,39.06
5038,2025-01-26,21,January,Sunday,33.78
5039,2025-01-26,22,January,Sunday,32.35
5040,2025-01-26,23,January,Sunday,26.32
5041,2025-01-27,0,January,Monday,15.67
5042,2025-01-27,1,January,Monday,7.06
5043,2025-01-27,2,January,Monday,13.1
5044,2025-01-27,3,January,Monday,3.52
5045,2025-01-27,4,January,Monday,0.65
5046,2025-01-27,5,January,Monday,4.94
5047,2025-01-27,6,January,Monday,19.57
5048,2025-01-27,7,January,Monday,31.84
